,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate,State Code
662,19113,29,Missouri,2006,January,"4,466,089","3,014,631",67.5,"2,865,710",64.2,"148,921",4.9,MO
663,19114,30,Montana,2006,January,"734,619","489,832",66.7,"472,225",64.3,"17,607",3.6,MT
664,19115,31,Nebraska,2006,January,"1,330,057","969,001",72.9,"936,904",70.4,"32,097",3.3,NE
665,19116,32,Nevada,2006,January,"1,855,912","1,258,441",67.8,"1,208,656",65.1,"49,785",4,NV
666,19117,33,New Hampshire,2006,January,"1,027,051","728,153",70.9,"702,807",68.4,"25,346",3.5,NH
667,19118,34,New Jersey,2006,January,"6,651,518","4,421,798",66.5,"4,211,793",63.3,"210,005",4.7,NJ
668,19119,35,New Mexico,2006,January,"1,452,381","908,699",62.6,"867,820",59.8,"40,879",4.5,NM
669,19120,36,New York,2006,January,"15,071,428","9,522,997",63.2,"9,066,533",60.2,"456,464",4.8,NY
670,19121,51000,New York city,2006,January,"6,445,456","3,826,331",59.4,"3,619,980",56.2,"206,351",5.4,
671,19122,37,North Carolina,2006,January,"6,654,329","4,390,556",66,"4,164,193",62.6,"226,363",5.2,NC
672,19123,38,North Dakota,2006,January,"493,054","358,494",72.7,"347,249",70.4,"11,245",3.1,ND
673,19124,39,Ohio,2006,January,"8,845,558","5,900,385",66.7,"5,577,335",63.1,"323,050",5.5,OH
674,19125,40,Oklahoma,2006,January,"2,676,326","1,710,025",63.9,"1,642,205",61.4,"67,820",4,OK
675,19126,41,Oregon,2006,January,"2,853,540","1,858,333",65.1,"1,753,954",61.5,"104,379",5.6,OR
676,19127,42,Pennsylvania,2006,January,"9,743,262","6,262,494",64.3,"5,964,453",61.2,"298,041",4.8,PA
677,19128,44,Rhode Island,2006,January,"837,917","569,149",67.9,"538,717",64.3,"30,432",5.3,RI
678,19129,45,South Carolina,2006,January,"3,273,927","2,119,855",64.7,"1,968,705",60.1,"151,150",7.1,SC
679,19130,46,South Dakota,2006,January,"593,857","429,781",72.4,"416,242",70.1,"13,539",3.2,SD
680,19131,47,Tennessee,2006,January,"4,657,345","2,948,616",63.3,"2,788,197",59.9,"160,419",5.4,TN
681,19132,48,Texas,2006,January,"16,781,676","11,240,453",67,"10,647,444",63.4,"593,009",5.3,TX
682,19133,49,Utah,2006,January,"1,809,287","1,307,644",72.3,"1,263,185",69.8,"44,459",3.4,UT
683,19134,50,Vermont,2006,January,"497,880","353,344",71,"340,982",68.5,"12,362",3.5,VT
684,19135,51,Virginia,2006,January,"5,755,845","3,944,531",68.5,"3,807,796",66.2,"136,735",3.5,VA
685,19136,53,Washington,2006,January,"4,872,643","3,292,718",67.6,"3,125,422",64.1,"167,296",5.1,WA
686,19137,54,West Virginia,2006,January,"1,438,237","799,606",55.6,"758,886",52.8,"40,720",5.1,WV
687,19138,55,Wisconsin,2006,January,"4,308,593","3,044,830",70.7,"2,902,831",67.4,"141,999",4.7,WI
688,19139,56,Wyoming,2006,January,"393,128","281,549",71.6,"272,423",69.3,"9,126",3.2,WY
689,19140,1,Alabama,2006,February,"3,507,068","2,153,411",61.4,"2,065,225",58.9,"88,186",4.1,AL
690,19141,2,Alaska,2006,February,"486,740","346,742",71.2,"322,936",66.3,"23,806",6.9,AK
691,19142,4,Arizona,2006,February,"4,574,548","2,926,379",64,"2,796,970",61.1,"129,409",4.4,AZ
692,19143,5,Arkansas,2006,February,"2,132,647","1,343,722",63,"1,274,911",59.8,"68,811",5.1,AR
693,19144,6,California,2006,February,"26,947,217","17,587,038",65.3,"16,714,377",62,"872,661",5,CA
694,19145,37,Los Angeles County,2006,February,"7,372,547","4,805,566",65.2,"4,569,340",62,"236,226",4.9,
695,19146,8,Colorado,2006,February,"3,595,664","2,612,418",72.7,"2,495,895",69.4,"116,523",4.5,CO
696,19147,9,Connecticut,2006,February,"2,689,362","1,819,226",67.6,"1,737,275",64.6,"81,951",4.5,CT
697,19148,10,Delaware,2006,February,"653,305","442,164",67.7,"423,908",64.9,"18,256",4.1,DE
698,19149,11,District of Columbia,2006,February,"469,249","317,249",67.6,"297,468",63.4,"19,781",6.2,
699,19150,12,Florida,2006,February,"14,085,252","8,812,184",62.6,"8,601,209",61.1,"210,975",2.4,FL
700,19151,13,Georgia,2006,February,"6,856,084","4,662,900",68,"4,418,947",64.5,"243,953",5.2,GA
701,19152,15,Hawaii,2006,February,"958,135","631,267",65.9,"614,296",64.1,"16,971",2.7,HI
702,19153,16,Idaho,2006,February,"1,075,601","739,890",68.8,"712,681",66.3,"27,209",3.7,ID
703,19154,17,Illinois,2006,February,"9,656,519","6,453,903",66.8,"6,133,097",63.5,"320,806",5,IL
704,19155,18,Indiana,2006,February,"4,781,693","3,231,598",67.6,"3,070,849",64.2,"160,749",5,IN
705,19156,19,Iowa,2006,February,"2,285,822","1,645,442",72,"1,583,664",69.3,"61,778",3.8,IA
706,19157,20,Kansas,2006,February,"2,075,909","1,455,091",70.1,"1,388,411",66.9,"66,680",4.6,KS
707,19158,21,Kentucky,2006,February,"3,232,798","2,008,797",62.1,"1,889,872",58.5,"118,925",5.9,KY
708,19159,22,Louisiana,2006,February,"3,169,757","1,998,960",63.1,"1,907,657",60.2,"91,303",4.6,LA
709,19160,23,Maine,2006,February,"1,048,355","697,805",66.6,"665,670",63.5,"32,135",4.6,ME
710,19161,24,Maryland,2006,February,"4,282,638","2,964,849",69.2,"2,845,544",66.4,"119,305",4,MD
711,19162,25,Massachusetts,2006,February,"5,082,903","3,392,290",66.7,"3,232,254",63.6,"160,036",4.7,MA
712,19163,26,Michigan,2006,February,"7,758,526","5,067,483",65.3,"4,718,738",60.8,"348,745",6.9,MI
713,19164,27,Minnesota,2006,February,"3,956,568","2,886,107",72.9,"2,768,846",70,"117,261",4.1,MN
714,19165,28,Mississippi,2006,February,"2,129,927","1,272,806",59.8,"1,189,293",55.8,"83,513",6.6,MS
715,19166,29,Missouri,2006,February,"4,469,775","3,016,412",67.5,"2,869,483",64.2,"146,929",4.9,MO
716,19167,30,Montana,2006,February,"735,491","490,715",66.7,"473,484",64.4,"17,231",3.5,MT
717,19168,31,Nebraska,2006,February,"1,330,588","968,388",72.8,"937,521",70.5,"30,867",3.2,NE
718,19169,32,Nevada,2006,February,"1,861,136","1,264,123",67.9,"1,214,044",65.2,"50,079",4,NV
719,19170,33,New Hampshire,2006,February,"1,028,027","728,227",70.8,"703,407",68.4,"24,820",3.4,NH
720,19171,34,New Jersey,2006,February,"6,652,616","4,425,264",66.5,"4,214,385",63.3,"210,879",4.8,NJ
721,19172,35,New Mexico,2006,February,"1,454,313","909,312",62.5,"869,623",59.8,"39,689",4.4,NM
722,19173,36,New York,2006,February,"15,076,445","9,529,175",63.2,"9,077,960",60.2,"451,215",4.7,NY
723,19174,51000,New York city,2006,February,"6,449,333","3,828,293",59.4,"3,626,316",56.2,"201,977",5.3,
724,19175,37,North Carolina,2006,February,"6,666,109","4,400,107",66,"4,177,906",62.7,"222,201",5,NC
725,19176,38,North Dakota,2006,February,"493,192","359,250",72.8,"348,085",70.6,"11,165",3.1,ND
726,19177,39,Ohio,2006,February,"8,847,270","5,904,768",66.7,"5,588,283",63.2,"316,485",5.4,OH
727,19178,40,Oklahoma,2006,February,"2,678,907","1,708,921",63.8,"1,642,490",61.3,"66,431",3.9,OK
728,19179,41,Oregon,2006,February,"2,857,633","1,861,625",65.1,"1,759,373",61.6,"102,252",5.5,OR
729,19180,42,Pennsylvania,2006,February,"9,747,075","6,267,038",64.3,"5,972,062",61.3,"294,976",4.7,PA
730,19181,44,Rhode Island,2006,February,"837,807","569,485",68,"539,189",64.4,"30,296",5.3,RI
731,19182,45,South Carolina,2006,February,"3,279,623","2,135,776",65.1,"1,985,178",60.5,"150,598",7.1,SC
732,19183,46,South Dakota,2006,February,"594,424","429,875",72.3,"416,765",70.1,"13,110",3,SD
733,19184,47,Tennessee,2006,February,"4,663,797","2,961,842",63.5,"2,800,802",60.1,"161,040",5.4,TN
734,19185,48,Texas,2006,February,"16,808,414","11,253,367",67,"10,664,814",63.4,"588,553",5.2,TX
735,19186,49,Utah,2006,February,"1,814,025","1,311,981",72.3,"1,268,854",69.9,"43,127",3.3,UT
736,19187,50,Vermont,2006,February,"498,164","353,706",71,"341,368",68.5,"12,338",3.5,VT
737,19188,51,Virginia,2006,February,"5,761,823","3,949,380",68.5,"3,815,798",66.2,"133,582",3.4,VA
738,19189,53,Washington,2006,February,"4,880,489","3,297,951",67.6,"3,133,200",64.2,"164,751",5,WA
739,19190,54,West Virginia,2006,February,"1,438,480","800,803",55.7,"760,564",52.9,"40,239",5,WV
740,19191,55,Wisconsin,2006,February,"4,311,099","3,046,724",70.7,"2,906,854",67.4,"139,870",4.6,WI
741,19192,56,Wyoming,2006,February,"393,646","281,877",71.6,"273,094",69.4,"8,783",3.1,WY
742,19193,1,Alabama,2006,March,"3,510,348","2,156,335",61.4,"2,068,505",58.9,"87,830",4.1,AL
743,19194,2,Alaska,2006,March,"487,558","347,278",71.2,"323,717",66.4,"23,561",6.8,AK
744,19195,4,Arizona,2006,March,"4,587,109","2,937,047",64,"2,808,195",61.2,"128,852",4.4,AZ
745,19196,5,Arkansas,2006,March,"2,134,861","1,345,046",63,"1,275,609",59.8,"69,437",5.2,AR
746,19197,6,California,2006,March,"26,956,842","17,596,774",65.3,"16,730,993",62.1,"865,781",4.9,CA
747,19198,37,Los Angeles County,2006,March,"7,373,136","4,804,153",65.2,"4,571,095",62,"233,058",4.9,
748,19199,8,Colorado,2006,March,"3,601,065","2,620,070",72.8,"2,504,897",69.6,"115,173",4.4,CO
749,19200,9,Connecticut,2006,March,"2,690,127","1,822,224",67.7,"1,741,020",64.7,"81,204",4.5,CT
750,19201,10,Delaware,2006,March,"654,229","442,256",67.6,"424,429",64.9,"17,827",4,DE
751,19202,11,District of Columbia,2006,March,"469,395","317,859",67.7,"297,973",63.5,"19,886",6.3,
752,19203,12,Florida,2006,March,"14,102,496","8,837,309",62.7,"8,626,543",61.2,"210,766",2.4,FL
753,19204,13,Georgia,2006,March,"6,868,440","4,672,236",68,"4,430,502",64.5,"241,734",5.2,GA
754,19205,15,Hawaii,2006,March,"958,572","631,983",65.9,"614,874",64.1,"17,109",2.7,HI
755,19206,16,Idaho,2006,March,"1,077,916","740,751",68.7,"713,742",66.2,"27,009",3.6,ID
756,19207,17,Illinois,2006,March,"9,659,302","6,463,382",66.9,"6,152,425",63.7,"310,957",4.8,IL
757,19208,18,Indiana,2006,March,"4,784,419","3,233,382",67.6,"3,073,794",64.2,"159,588",4.9,IN
758,19209,19,Iowa,2006,March,"2,286,724","1,649,127",72.1,"1,588,911",69.5,"60,216",3.7,IA
759,19210,20,Kansas,2006,March,"2,076,427","1,454,601",70.1,"1,389,076",66.9,"65,525",4.5,KS
760,19211,21,Kentucky,2006,March,"3,235,660","2,011,065",62.2,"1,894,196",58.5,"116,869",5.8,KY
761,19212,22,Louisiana,2006,March,"3,174,981","1,995,431",62.8,"1,910,602",60.2,"84,829",4.3,LA
762,19213,23,Maine,2006,March,"1,048,785","697,986",66.6,"666,098",63.5,"31,888",4.6,ME
763,19214,24,Maryland,2006,March,"4,284,856","2,970,542",69.3,"2,850,446",66.5,"120,096",4,MD
764,19215,25,Massachusetts,2006,March,"5,084,043","3,394,962",66.8,"3,235,249",63.6,"159,713",4.7,MA
765,19216,26,Michigan,2006,March,"7,759,212","5,066,385",65.3,"4,715,647",60.8,"350,738",6.9,MI
766,19217,27,Minnesota,2006,March,"3,959,476","2,885,094",72.9,"2,769,722",70,"115,372",4,MN
767,19218,28,Mississippi,2006,March,"2,134,966","1,271,087",59.5,"1,191,197",55.8,"79,890",6.3,MS
768,19219,29,Missouri,2006,March,"4,473,367","3,019,077",67.5,"2,873,689",64.2,"145,388",4.8,MO
769,19220,30,Montana,2006,March,"736,318","492,075",66.8,"475,078",64.5,"16,997",3.5,MT
770,19221,31,Nebraska,2006,March,"1,331,045","968,167",72.7,"938,255",70.5,"29,912",3.1,NE
771,19222,32,Nevada,2006,March,"1,866,056","1,270,318",68.1,"1,219,558",65.4,"50,760",4,NV
772,19223,33,New Hampshire,2006,March,"1,028,953","728,692",70.8,"704,087",68.4,"24,605",3.4,NH
773,19224,34,New Jersey,2006,March,"6,652,747","4,428,914",66.6,"4,217,367",63.4,"211,547",4.8,NJ
774,19225,35,New Mexico,2006,March,"1,455,737","910,354",62.5,"871,364",59.9,"38,990",4.3,NM
775,19226,36,New York,2006,March,"15,079,345","9,535,839",63.2,"9,087,985",60.3,"447,854",4.7,NY
776,19227,51000,New York city,2006,March,"6,453,511","3,830,542",59.4,"3,631,926",56.3,"198,616",5.2,
777,19228,37,North Carolina,2006,March,"6,677,429","4,412,606",66.1,"4,192,361",62.8,"220,245",5,NC
778,19229,38,North Dakota,2006,March,"493,276","360,031",73,"348,880",70.7,"11,151",3.1,ND
779,19230,39,Ohio,2006,March,"8,848,684","5,912,662",66.8,"5,599,950",63.3,"312,712",5.3,OH
780,19231,40,Oklahoma,2006,March,"2,681,324","1,708,593",63.7,"1,642,958",61.3,"65,635",3.8,OK
781,19232,41,Oregon,2006,March,"2,861,501","1,865,808",65.2,"1,765,028",61.7,"100,780",5.4,OR
782,19233,42,Pennsylvania,2006,March,"9,750,419","6,273,630",64.3,"5,979,608",61.3,"294,022",4.7,PA
783,19234,44,Rhode Island,2006,March,"837,636","570,038",68.1,"539,718",64.4,"30,320",5.3,RI
784,19235,45,South Carolina,2006,March,"3,285,071","2,138,279",65.1,"1,987,777",60.5,"150,502",7,SC
785,19236,46,South Dakota,2006,March,"594,965","430,158",72.3,"417,367",70.1,"12,791",3,SD
786,19237,47,Tennessee,2006,March,"4,670,063","2,976,996",63.7,"2,814,715",60.3,"162,281",5.5,TN
787,19238,48,Texas,2006,March,"16,856,023","11,272,128",66.9,"10,683,983",63.4,"588,145",5.2,TX
788,19239,49,Utah,2006,March,"1,818,717","1,316,509",72.4,"1,274,637",70.1,"41,872",3.2,UT
789,19240,50,Vermont,2006,March,"498,398","354,035",71,"341,639",68.5,"12,396",3.5,VT
790,19241,51,Virginia,2006,March,"5,767,386","3,954,870",68.6,"3,823,250",66.3,"131,620",3.3,VA
791,19242,53,Washington,2006,March,"4,888,004","3,304,104",67.6,"3,140,073",64.2,"164,031",5,WA
792,19243,54,West Virginia,2006,March,"1,438,683","802,072",55.8,"761,818",53,"40,254",5,WV
793,19244,55,Wisconsin,2006,March,"4,313,453","3,049,844",70.7,"2,911,405",67.5,"138,439",4.5,WI
794,19245,56,Wyoming,2006,March,"394,067","282,331",71.6,"273,809",69.5,"8,522",3,WY
795,19246,1,Alabama,2006,April,"3,513,803","2,159,713",61.5,"2,071,802",59,"87,911",4.1,AL
796,19247,2,Alaska,2006,April,"488,418","347,940",71.2,"324,533",66.4,"23,407",6.7,AK
797,19248,4,Arizona,2006,April,"4,599,748","2,947,857",64.1,"2,818,660",61.3,"129,197",4.4,AZ
798,19249,5,Arkansas,2006,April,"2,137,212","1,346,255",63,"1,275,834",59.7,"70,421",5.2,AR
799,19250,6,California,2006,April,"26,966,975","17,609,415",65.3,"16,745,349",62.1,"864,066",4.9,CA
800,19251,37,Los Angeles County,2006,April,"7,374,003","4,800,479",65.1,"4,569,479",62,"231,000",4.8,
801,19252,8,Colorado,2006,April,"3,606,595","2,627,673",72.9,"2,512,768",69.7,"114,905",4.4,CO
802,19253,9,Connecticut,2006,April,"2,690,984","1,824,847",67.8,"1,743,960",64.8,"80,887",4.4,CT
803,19254,10,Delaware,2006,April,"655,160","442,353",67.5,"424,748",64.8,"17,605",4,DE
804,19255,11,District of Columbia,2006,April,"469,569","318,547",67.8,"298,467",63.6,"20,080",6.3,
805,19256,12,Florida,2006,April,"14,120,197","8,863,169",62.8,"8,650,938",61.3,"212,231",2.4,FL
806,19257,13,Georgia,2006,April,"6,881,073","4,682,594",68.1,"4,441,462",64.5,"241,132",5.1,GA
807,19258,15,Hawaii,2006,April,"959,152","632,898",66,"615,623",64.2,"17,275",2.7,HI
808,19259,16,Idaho,2006,April,"1,080,272","741,494",68.6,"714,784",66.2,"26,710",3.6,ID
809,19260,17,Illinois,2006,April,"9,662,467","6,474,739",67,"6,171,881",63.9,"302,858",4.7,IL
810,19261,18,Indiana,2006,April,"4,787,349","3,234,908",67.6,"3,074,689",64.2,"160,219",5,IN
811,19262,19,Iowa,2006,April,"2,287,744","1,652,328",72.2,"1,592,837",69.6,"59,491",3.6,IA
812,19263,20,Kansas,2006,April,"2,076,998","1,457,490",70.2,"1,392,614",67,"64,876",4.5,KS
813,19264,21,Kentucky,2006,April,"3,238,700","2,013,756",62.2,"1,898,114",58.6,"115,642",5.7,KY
814,19265,22,Louisiana,2006,April,"3,180,290","1,992,841",62.7,"1,912,614",60.1,"80,227",4,LA
815,19266,23,Maine,2006,April,"1,049,273","698,519",66.6,"666,474",63.5,"32,045",4.6,ME
816,19267,24,Maryland,2006,April,"4,287,265","2,976,119",69.4,"2,853,647",66.6,"122,472",4.1,MD
817,19268,25,Massachusetts,2006,April,"5,085,460","3,398,710",66.8,"3,238,568",63.7,"160,142",4.7,MA
818,19269,26,Michigan,2006,April,"7,760,312","5,064,429",65.3,"4,711,722",60.7,"352,707",7,MI
819,19270,27,Minnesota,2006,April,"3,962,617","2,883,712",72.8,"2,769,949",69.9,"113,763",3.9,MN
820,19271,28,Mississippi,2006,April,"2,140,074","1,272,591",59.5,"1,193,090",55.7,"79,501",6.2,MS
821,19272,29,Missouri,2006,April,"4,477,206","3,022,984",67.5,"2,877,879",64.3,"145,105",4.8,MO
822,19273,30,Montana,2006,April,"737,179","493,679",67,"476,780",64.7,"16,899",3.4,MT
823,19274,31,Nebraska,2006,April,"1,331,622","968,417",72.7,"939,016",70.5,"29,401",3,NE
824,19275,32,Nevada,2006,April,"1,871,057","1,276,714",68.2,"1,225,043",65.5,"51,671",4,NV
825,19276,33,New Hampshire,2006,April,"1,029,936","729,434",70.8,"704,706",68.4,"24,728",3.4,NH
826,19277,34,New Jersey,2006,April,"6,653,203","4,432,546",66.6,"4,220,226",63.4,"212,320",4.8,NJ
827,19278,35,New Mexico,2006,April,"1,457,199","911,689",62.6,"872,848",59.9,"38,841",4.3,NM
828,19279,36,New York,2006,April,"15,082,831","9,539,977",63.3,"9,093,660",60.3,"446,317",4.7,NY
829,19280,51000,New York city,2006,April,"6,457,939","3,831,774",59.3,"3,635,415",56.3,"196,359",5.1,
830,19281,37,North Carolina,2006,April,"6,689,030","4,427,027",66.2,"4,205,992",62.9,"221,035",5,NC
831,19282,38,North Dakota,2006,April,"493,406","360,738",73.1,"349,549",70.8,"11,189",3.1,ND
832,19283,39,Ohio,2006,April,"8,850,579","5,923,616",66.9,"5,610,899",63.4,"312,717",5.3,OH
833,19284,40,Oklahoma,2006,April,"2,683,861","1,709,125",63.7,"1,643,647",61.2,"65,478",3.8,OK
834,19285,41,Oregon,2006,April,"2,865,540","1,870,498",65.3,"1,770,303",61.8,"100,195",5.4,OR
835,19286,42,Pennsylvania,2006,April,"9,754,252","6,281,330",64.4,"5,985,668",61.4,"295,662",4.7,PA
836,19287,44,Rhode Island,2006,April,"837,492","570,682",68.1,"540,218",64.5,"30,464",5.3,RI
837,19288,45,South Carolina,2006,April,"3,290,670","2,141,052",65.1,"1,990,230",60.5,"150,822",7,SC
838,19289,46,South Dakota,2006,April,"595,529","430,646",72.3,"417,991",70.2,"12,655",2.9,SD
839,19290,47,Tennessee,2006,April,"4,676,556","2,993,120",64,"2,828,835",60.5,"164,285",5.5,TN
840,19291,48,Texas,2006,April,"16,903,616","11,294,298",66.8,"10,704,340",63.3,"589,958",5.2,TX
841,19292,49,Utah,2006,April,"1,823,477","1,321,063",72.4,"1,280,361",70.2,"40,702",3.1,UT
842,19293,50,Vermont,2006,April,"498,663","354,370",71.1,"341,788",68.5,"12,582",3.6,VT
843,19294,51,Virginia,2006,April,"5,773,199","3,960,510",68.6,"3,829,433",66.3,"131,077",3.3,VA
844,19295,53,Washington,2006,April,"4,895,740","3,311,209",67.6,"3,146,142",64.3,"165,067",5,WA
845,19296,54,West Virginia,2006,April,"1,438,942","803,284",55.8,"762,471",53,"40,813",5.1,WV
846,19297,55,Wisconsin,2006,April,"4,316,003","3,054,068",70.8,"2,915,742",67.6,"138,326",4.5,WI
847,19298,56,Wyoming,2006,April,"394,526","282,905",71.7,"274,513",69.6,"8,392",3,WY
848,19299,1,Alabama,2006,May,"3,517,270","2,163,359",61.5,"2,075,386",59,"87,973",4.1,AL
849,19300,2,Alaska,2006,May,"489,223","348,562",71.2,"325,248",66.5,"23,314",6.7,AK
850,19301,4,Arizona,2006,May,"4,612,292","2,958,210",64.1,"2,828,396",61.3,"129,814",4.4,AZ
851,19302,5,Arkansas,2006,May,"2,139,601","1,346,847",62.9,"1,275,583",59.6,"71,264",5.3,AR
852,19303,6,California,2006,May,"26,975,501","17,622,725",65.3,"16,757,871",62.1,"864,854",4.9,CA
853,19304,37,Los Angeles County,2006,May,"7,374,553","4,794,967",65,"4,564,967",61.9,"230,000",4.8,
854,19305,8,Colorado,2006,May,"3,612,117","2,634,815",72.9,"2,519,556",69.8,"115,259",4.4,CO
855,19306,9,Connecticut,2006,May,"2,691,896","1,826,938",67.9,"1,746,106",64.9,"80,832",4.4,CT
856,19307,10,Delaware,2006,May,"656,124","442,483",67.4,"424,936",64.8,"17,547",4,DE
857,19308,11,District of Columbia,2006,May,"469,711","319,246",68,"298,941",63.6,"20,305",6.4,
858,19309,12,Florida,2006,May,"14,138,018","8,888,754",62.9,"8,674,278",61.4,"214,476",2.4,FL
859,19310,13,Georgia,2006,May,"6,893,679","4,693,623",68.1,"4,452,478",64.6,"241,145",5.1,GA
860,19311,15,Hawaii,2006,May,"959,626","633,852",66.1,"616,564",64.3,"17,288",2.7,HI
861,19312,16,Idaho,2006,May,"1,082,700","742,127",68.5,"715,861",66.1,"26,266",3.5,ID
862,19313,17,Illinois,2006,May,"9,665,568","6,488,248",67.1,"6,191,538",64.1,"296,710",4.6,IL
863,19314,18,Indiana,2006,May,"4,790,472","3,235,765",67.5,"3,073,913",64.2,"161,852",5,IN
864,19315,19,Iowa,2006,May,"2,288,903","1,654,729",72.3,"1,595,166",69.7,"59,563",3.6,IA
865,19316,20,Kansas,2006,May,"2,077,663","1,460,742",70.3,"1,396,157",67.2,"64,585",4.4,KS
866,19317,21,Kentucky,2006,May,"3,241,908","2,017,039",62.2,"1,901,829",58.7,"115,210",5.7,KY
867,19318,22,Louisiana,2006,May,"3,185,670","1,991,641",62.5,"1,913,803",60.1,"77,838",3.9,LA
868,19319,23,Maine,2006,May,"1,049,820","699,299",66.6,"666,812",63.5,"32,487",4.6,ME
869,19320,24,Maryland,2006,May,"4,289,562","2,981,172",69.5,"2,855,605",66.6,"125,567",4.2,MD
870,19321,25,Massachusetts,2006,May,"5,086,934","3,403,308",66.9,"3,242,339",63.7,"160,969",4.7,MA
871,19322,26,Michigan,2006,May,"7,761,618","5,061,963",65.2,"4,706,902",60.6,"355,061",7,MI
872,19323,27,Minnesota,2006,May,"3,965,924","2,882,539",72.7,"2,769,759",69.8,"112,780",3.9,MN
873,19324,28,Mississippi,2006,May,"2,145,215","1,274,797",59.4,"1,195,081",55.7,"79,716",6.3,MS
874,19325,29,Missouri,2006,May,"4,481,216","3,028,016",67.6,"2,882,003",64.3,"146,013",4.8,MO
875,19326,30,Montana,2006,May,"738,094","495,157",67.1,"478,285",64.8,"16,872",3.4,MT
876,19327,31,Nebraska,2006,May,"1,332,250","969,109",72.7,"939,813",70.5,"29,296",3,NE
877,19328,32,Nevada,2006,May,"1,875,961","1,282,975",68.4,"1,230,505",65.6,"52,470",4.1,NV
878,19329,33,New Hampshire,2006,May,"1,030,955","730,385",70.8,"705,339",68.4,"25,046",3.4,NH
879,19330,34,New Jersey,2006,May,"6,653,548","4,435,463",66.7,"4,222,693",63.5,"212,770",4.8,NJ
880,19331,35,New Mexico,2006,May,"1,458,612","913,119",62.6,"874,072",59.9,"39,047",4.3,NM
881,19332,36,New York,2006,May,"15,085,944","9,538,316",63.2,"9,093,999",60.3,"444,317",4.7,NY
882,19333,51000,New York city,2006,May,"6,462,117","3,830,823",59.3,"3,636,814",56.3,"194,009",5.1,
883,19334,37,North Carolina,2006,May,"6,700,727","4,441,640",66.3,"4,217,778",62.9,"223,862",5,NC
884,19335,38,North Dakota,2006,May,"493,588","361,347",73.2,"350,121",70.9,"11,226",3.1,ND
885,19336,39,Ohio,2006,May,"8,852,737","5,936,851",67.1,"5,621,439",63.5,"315,412",5.3,OH
886,19337,40,Oklahoma,2006,May,"2,686,494","1,710,449",63.7,"1,644,742",61.2,"65,707",3.8,OK
887,19338,41,Oregon,2006,May,"2,869,684","1,875,141",65.3,"1,774,854",61.8,"100,287",5.3,OR
888,19339,42,Pennsylvania,2006,May,"9,758,456","6,288,804",64.4,"5,990,267",61.4,"298,537",4.7,PA
889,19340,44,Rhode Island,2006,May,"837,393","571,288",68.2,"540,727",64.6,"30,561",5.3,RI
890,19341,45,South Carolina,2006,May,"3,296,309","2,143,551",65,"1,992,605",60.4,"150,946",7,SC
891,19342,46,South Dakota,2006,May,"596,155","431,321",72.4,"418,628",70.2,"12,693",2.9,SD
892,19343,47,Tennessee,2006,May,"4,683,186","3,008,468",64.2,"2,842,377",60.7,"166,091",5.5,TN
893,19344,48,Texas,2006,May,"16,950,545","11,316,310",66.8,"10,726,117",63.3,"590,193",5.2,TX
894,19345,49,Utah,2006,May,"1,828,395","1,325,529",72.5,"1,286,032",70.3,"39,497",3,UT
895,19346,50,Vermont,2006,May,"498,974","354,749",71.1,"341,898",68.5,"12,851",3.6,VT
896,19347,51,Virginia,2006,May,"5,779,056","3,965,991",68.6,"3,834,431",66.4,"131,560",3.3,VA
897,19348,53,Washington,2006,May,"4,903,582","3,318,875",67.7,"3,152,061",64.3,"166,814",5,WA
898,19349,54,West Virginia,2006,May,"1,439,305","804,340",55.9,"762,671",53,"41,669",5.2,WV
899,19350,55,Wisconsin,2006,May,"4,318,785","3,059,089",70.8,"2,919,686",67.6,"139,403",4.6,WI
900,19351,56,Wyoming,2006,May,"395,045","283,567",71.8,"275,179",69.7,"8,388",3,WY
901,19352,1,Alabama,2006,June,"3,520,846","2,167,159",61.6,"2,079,399",59.1,"87,760",4,AL
902,19353,2,Alaska,2006,June,"490,098","349,037",71.2,"325,825",66.5,"23,212",6.7,AK
903,19354,4,Arizona,2006,June,"4,625,438","2,967,768",64.2,"2,837,632",61.3,"130,136",4.4,AZ
904,19355,5,Arkansas,2006,June,"2,142,069","1,346,705",62.9,"1,274,991",59.5,"71,714",5.3,AR
905,19356,6,California,2006,June,"26,988,015","17,635,569",65.3,"16,770,248",62.1,"865,321",4.9,CA
906,19357,37,Los Angeles County,2006,June,"7,375,161","4,788,555",64.9,"4,559,158",61.8,"229,397",4.8,
907,19358,8,Colorado,2006,June,"3,617,894","2,641,282",73,"2,525,693",69.8,"115,589",4.4,CO
908,19359,9,Connecticut,2006,June,"2,692,943","1,828,775",67.9,"1,747,945",64.9,"80,830",4.4,CT
909,19360,10,Delaware,2006,June,"657,087","442,683",67.4,"425,140",64.7,"17,543",4,DE
910,19361,11,District of Columbia,2006,June,"469,865","320,029",68.1,"299,536",63.7,"20,493",6.4,
911,19362,12,Florida,2006,June,"14,157,040","8,913,367",63,"8,696,519",61.4,"216,848",2.4,FL
912,19363,13,Georgia,2006,June,"6,906,479","4,705,063",68.1,"4,464,013",64.6,"241,050",5.1,GA
913,19364,15,Hawaii,2006,June,"960,179","634,758",66.1,"617,722",64.3,"17,036",2.7,HI
